id	url	source	notes
1	https://www.adzuna.nl/details/5761960284?utm_medium=api&utm_source=8142930b	adzuna	tier2 | Site Reliability Engineer (DevOps) - Netherlands @ Hewlett Packard Enterprise
2	https://www.adzuna.nl/details/5777067274?utm_medium=api&utm_source=8142930b	adzuna	tier2 | Middle Node.js Backend Developer @ Jobgether
3	https://www.adzuna.nl/details/5774239282?utm_medium=api&utm_source=8142930b	adzuna	tier2 | Senior Backend Developer (Kotlin/Spring Boot) @ Jobgether
4	https://www.adzuna.nl/details/5777075283?utm_medium=api&utm_source=8142930b	adzuna	tier2 | Senior DevSecOps Engineer @ Jobgether
5	https://www.adzuna.nl/details/5775573487?utm_medium=api&utm_source=8142930b	adzuna	tier2 | Manual QA Engineer (Web, CRM) @ Jobgether
6	https://www.adzuna.nl/details/5777077588?utm_medium=api&utm_source=8142930b	adzuna	tier2 | Developer Experience Engineer @ Jobgether | €2,100–€2,328
7	https://nl.indeed.com/viewjob?jk=e94c29589dc36ab4	jobspy	tier2 | Software Tester @ Sqills
8	https://www.linkedin.com/jobs/view/4341098818	jobspy	tier2 | Medior Java developer @ Belastingdienst
9	https://www.linkedin.com/jobs/view/4433511112	jobspy	tier1 | Senior Java developer @ Rijkswaterstaat
10	https://www.linkedin.com/jobs/view/4433096387	jobspy	tier2 | Senior Java Developer - Java 17+ / Spring (Boot) @ Codefield
11	https://www.linkedin.com/jobs/view/4432217833	jobspy	tier2 | Software-ingenieur @ CodeBlauw
12	https://www.linkedin.com/jobs/view/4431370470	jobspy	tier1 | Java Software Engineer @ DHL eCommerce Nederland
13	https://www.linkedin.com/jobs/view/4416965137	jobspy	tier2 | Java Developer @ Sopra Steria
14	https://www.linkedin.com/jobs/view/4410777043	jobspy	tier2 | Senior Java Developer @ HeadFirst Group
15	https://www.linkedin.com/jobs/view/4426480501	jobspy	tier2 | Software Engineer (Java) @ SynTouch
16	https://www.linkedin.com/jobs/view/4375172660	jobspy	tier2 | Java Software Developer @ MYLAPS Sports Technology
17	https://www.linkedin.com/jobs/view/4416233568	jobspy	tier2 | Java Software Engineer @ Stanley David and Associates
18	https://www.linkedin.com/jobs/view/4422433224	jobspy	tier1 | Mobile App Developer (Kotlin) Trust Smarthome @ Trust International B.V.
19	https://www.linkedin.com/jobs/view/4209123866	jobspy	tier2 | Kotlin developer (medior) @ Energie Data Services Nederland (EDSN) B.V.
20	https://www.linkedin.com/jobs/view/4415790867	jobspy	tier1 | Android Developer @ bunq
21	https://www.linkedin.com/jobs/view/4432425997	jobspy	tier1 | Android Developer @ TicketSwap
22	https://www.linkedin.com/jobs/view/4430396368	jobspy	tier1 | Kotlin Software Engineer @ Qualogy
23	https://www.linkedin.com/jobs/view/4431367485	jobspy	tier1 | Kotlin Developer @ DHL eCommerce Nederland
24	https://www.linkedin.com/jobs/view/4410052845	jobspy	tier1 | Backend Engineer (Kotlin, Kafka, AI/LLM systems) @ Albert Heijn
25	https://www.linkedin.com/jobs/view/4415272450	jobspy	tier1 | Backend developer (Kotlin, Event-driven, DevOps) @ Albert Heijn
26	https://www.linkedin.com/jobs/view/4416795530	jobspy	tier2 | Kotlin Software Engineer | Qualogy @ Cooder
27	https://www.linkedin.com/jobs/view/4424875488	jobspy	tier1 | Senior Research Engineer (Agentic Behavior) @ JetBrains
28	https://www.linkedin.com/jobs/view/4416141719	jobspy	tier1 | Backend Customer Success Engineer (Kotlin Ecosystem) @ JetBrains
29	https://www.linkedin.com/jobs/view/4328731025	jobspy	tier1 | Technical Lead (IntelliJ Platform) @ JetBrains
30	https://www.linkedin.com/jobs/view/4209129414	jobspy	tier2 | Java developer (medior) @ Energie Data Services Nederland (EDSN) B.V.
31	https://www.linkedin.com/jobs/view/4314998619	jobspy	tier2 | Java Developer @ Astek
32	https://www.linkedin.com/jobs/view/4297740909	jobspy	tier1 | Software Engineer - Backend @ Databricks
33	https://www.linkedin.com/jobs/view/4430988940	jobspy	tier2 | Java/Kotlin Internal Tools Developer @ Planner 5D
34	https://www.linkedin.com/jobs/view/4297748047	jobspy	tier1 | Software Engineer - Fullstack @ Databricks
35	https://www.linkedin.com/jobs/view/4410997713	jobspy	tier2 | Software Engineer II @ CNN
36	https://www.linkedin.com/jobs/view/4429031992	jobspy	tier2 | Full-stack software engineer @ Rototip
37	https://www.linkedin.com/jobs/view/4427318200	jobspy	tier1 | Software Engineer - Backend @ MotherDuck
38	https://www.linkedin.com/jobs/view/4428398970	jobspy	tier2 | AI / GenAI Developer – Java & Spring Boot - 10729289 @ ITproposal
39	https://www.linkedin.com/jobs/view/4433600581	jobspy	tier1 | Software Engineer, Payments Platform @ Insify
40	https://www.linkedin.com/jobs/view/4382092463	jobspy	tier2 | Back-end developer @ 4CEE
41	https://www.linkedin.com/jobs/view/4380374795	jobspy	tier1 | Backend Engineer @ Sensorfact
42	https://www.linkedin.com/jobs/view/4428738406	jobspy	tier2 | Software Developer Azurion Eye @ Philips
43	https://www.linkedin.com/jobs/view/4428491409	jobspy	tier2 | Full Stack Engineer @ Arrows
44	https://www.linkedin.com/jobs/view/4429284340	jobspy	tier2 | Full stack engineer @ Aivory
45	https://www.linkedin.com/jobs/view/4428805943	jobspy	tier2 | Full Stack Engineer (Python) @ Built Different
46	https://www.linkedin.com/jobs/view/4426102045	jobspy	tier2 | Backend Engineer (Python / FastAPI / SQL) @ MarvelX AI
47	https://www.linkedin.com/jobs/view/4434140003	jobspy	tier2 | Back End Developer @ Capua
48	https://www.linkedin.com/jobs/view/4434485058	jobspy	tier2 | Back-end developer @ Valk Jobs
49	https://www.linkedin.com/jobs/view/4431096669	jobspy	tier1 | Full-Stack Developer @ B&S
50	https://www.linkedin.com/jobs/view/4430692213	jobspy	tier2 | Javascript developer @ Reposten
51	https://www.linkedin.com/jobs/view/4431250887	jobspy	tier2 | Front-end developer @ SLTN
52	https://www.linkedin.com/jobs/view/4431667144	jobspy	tier1 | Full Stack Developer @ Foreside
53	https://www.linkedin.com/jobs/view/4430467533	jobspy	tier2 | Front End Developer @ Levy Professionals
54	https://www.linkedin.com/jobs/view/4429976368	jobspy	tier2 | Full Stack Engineer @ Code for Good
55	https://www.linkedin.com/jobs/view/4424096495	jobspy	tier2 | Full Stack Developer @ GoMeddo
56	https://www.linkedin.com/jobs/view/4429502984	jobspy	tier2 | Full Stack Engineer @ Roundr
57	https://www.linkedin.com/jobs/view/4415610995	jobspy	tier1 | Full stack developer @ Crisp
58	https://www.linkedin.com/jobs/view/4428107794	jobspy	tier1 | Full-stack Software Engineer @ Samotics
59	https://www.linkedin.com/jobs/view/4426755974	jobspy	tier1 | Frontend Developer @ ENTER BV
60	https://www.linkedin.com/jobs/view/4420477612	jobspy	tier2 | Junior Software Engineer, Elixir @ Telnyx
61	https://www.linkedin.com/jobs/view/4320453368	jobspy	tier1 | Graduate Software Engineer (2026) @ IMC Trading
62	https://www.linkedin.com/jobs/view/4425300249	jobspy	tier2 | Software Engineer - Ads G&T Data @ eBay
63	https://www.linkedin.com/jobs/view/4417315697	jobspy	tier2 | Software Engineer - Data Integration @ Samba
64	https://job-boards.greenhouse.io/abc/jobs/6899154	greenhouse	tier1 | test job 002 @ abc holland services
65	https://job-boards.eu.greenhouse.io/super/jobs/4845599101	greenhouse	tier1 | Forensic Team Lead @ super micro computer
66	https://job-boards.eu.greenhouse.io/super/jobs/4828655101	greenhouse	tier1 | PMT-Release Engineering  @ super micro computer
67	https://job-boards.eu.greenhouse.io/super/jobs/4802008101	greenhouse	tier1 | Principal Product Manager - Analytics Platform @ super micro computer
68	https://job-boards.eu.greenhouse.io/super/jobs/4896470101	greenhouse	tier1 | Research - Internship @ super micro computer
69	https://job-boards.eu.greenhouse.io/super/jobs/4874316101	greenhouse	tier1 | Senior Engineering Manager - Machine Learning  @ super micro computer
70	https://job-boards.eu.greenhouse.io/super/jobs/4775353101	greenhouse	tier1 | Senior Product Data Scientist @ super micro computer
71	https://job-boards.eu.greenhouse.io/super/jobs/4872816101	greenhouse	tier1 | Senior Product Manager - Wallet @ super micro computer
72	https://job-boards.eu.greenhouse.io/super/jobs/4860916101	greenhouse	tier1 | Senior Site Reliability Engineer @ super micro computer
73	https://job-boards.eu.greenhouse.io/super/jobs/4860931101	greenhouse	tier1 | Senior Software Engineer - Quality Engineering & Developer Productivity @ super micro computer
74	https://job-boards.eu.greenhouse.io/super/jobs/4469986101	greenhouse	tier1 | Staff Machine Learning Engineer -  Applied ML &  Research @ super micro computer
75	https://job-boards.eu.greenhouse.io/super/jobs/4854933101	greenhouse	tier1 | Staff Market Intelligence Researcher @ super micro computer
76	https://job-boards.eu.greenhouse.io/super/jobs/4903788101	greenhouse	tier1 | Staff Site Reliability Engineer - Cloud Efficiency @ super micro computer
77	https://www.rubrik.com/company/careers/departments/job.7485480?gh_jid=7485480	greenhouse	tier1 | Sales Engineer, Netherlands @ rubrik the netherlands
